"id","product_name","brand","model","product_type","quantity","created_at","updated_at","code","description","image_url"
"58","Camera AI Pro","UNIFI","UVC-AI-Pro","Camera","0","2024-09-30 15:49:55","2024-10-01 11:26:37","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F3b2997e9-38a5-499b-9b01-28acaf9bf6b7%2F3b579101-bfac-4a57-987b-f06d5fb9a3fd.png&q=75&w=3840"
"59","Camera G5 PTZ","UNIFI","UVC-G5-PTZ","Camera","0","2024-09-30 15:50:39","2024-10-01 11:27:08","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2Fe3cbecf3-07dc-4f09-82e1-b88dca942d7a%2F75026cb6-a40b-4e96-b4f8-b348020086e9.png&q=75&w=3840"
"60","Protect Viewport","UNIFI","UFP-VIEWPORT","NVR","0","2024-09-30 15:52:10","2024-10-01 11:27:39","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F8166e57f-3ab1-4683-8e89-d88d7e4ae171%2Fe519b029-32c7-4227-bf89-fb891a813575.png&q=75&w=3840"
"61","Camera AI Theta","UNIFI","UVC-AI-Theta","Camera","0","2024-09-30 15:53:43","2024-10-01 11:28:39","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F81578fff-57b1-4c6c-88c9-facf57670f7f%2F4f3e760b-f857-49a0-a3ed-2a46dd6ae000.png&q=75&w=3840"
"62","Network Video Recorder Pro","UNIFI","UNVR-Pro","NVR","0","2024-09-30 15:58:20","2024-10-01 11:29:24","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F5692c483-9bbf-4ad1-a80a-11e29e1adc3e%2Fac7c57ea-dc6f-40fb-a449-f2132fcf5462.png&q=75&w=3840"
"63","Enterprise Network Video Recorder","UNIFI","ENVR","NVR","0","2024-09-30 15:59:07","2024-10-01 11:29:56","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F69d591b5-0c1b-4b75-9361-0f3237df94a7%2F80b3e786-8416-4a75-a98a-1b3297a1a6b6.png&q=75&w=3840"
"64","Rack Mount 1U Blank Panel","UNIFI","UACC-Rack-Panel-Blank-1U","Accessories","0","2024-10-01 09:25:13","2024-10-01 11:35:32","0","0","https://gfx3.senetic.com/akeneo-catalog/f/9/e/4/f9e4f2d6c1b8867521729583534ec9943f1fb3d6_1680669_UACC_RACK_PANEL_BLANK_1U_custom_image4"
"65","Rack Mount 2U Blank Panel","UNIFI","UACC-Rack-Panel-Blank-2U","Accessories","0","2024-10-01 09:28:24","2024-10-01 11:38:51","0","0","https://gfx3.senetic.com/akeneo-catalog/8/e/2/5/8e250d5c8966f56a681886c8ffe9e4b76a9d4494_1680670_UACC_RACK_PANEL_BLANK_2U_custom_image4"
"66","Rack Mount 1U Vented Panel","UNIFI","UACC-Rack-Panel-Vented-1U","Accessories","0","2024-10-01 09:30:09","2024-10-01 11:39:45","0","0","https://gfx3.senetic.com/akeneo-catalog/b/0/c/4/b0c44bbd453c6c73499ceb0106a478fc56adc1ee_1680671_UACC_RACK_PANEL_VENTED_1U_custom_image4"
"67","Rack Mount 2U Vented Panel","UNIFI","UACC-Rack-Panel-Vented-2U","Accessories","0","2024-10-01 09:31:44","2024-10-01 11:40:36","0","0","https://gfx3.senetic.com/akeneo-catalog/b/6/5/5/b6550bdc4cfcc04e10686516293834f3cbb7a5f8_1680672_UACC_RACK_PANEL_VENTED_2U_custom_image4"
"68","Rack Mount 1U Brush Panel","UNIFI","UACC-Rack-Panel-Brush-1U","Accessories","0","2024-10-01 09:33:00","2024-10-01 11:43:57","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F24c35f46-e2bf-4085-8fa4-946f927ce372%2F437fa996-073b-403a-a2c3-94b37d748d4a.png&q=75&w=3840"
"69","Precision Rack Mount Kit, 20-Pack","UNIFI","UACC-Rack-PM-Kit","Accessories","0","2024-10-01 09:34:43","2024-10-01 11:52:43","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F91283f69-c9c1-49cc-afc0-3f2b16e7914a%2F1928a13f-96ad-49ce-8fd7-b8ad9df5ccb1.png&q=75&w=3840"
"70","Keystone Blank Insert, 24-Pack","UNIFI","UACC-Keystone-Blank-Insert","Accessories","0","2024-10-01 09:36:20","2024-10-01 11:53:20","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F87a0cd9f-b8be-4801-bf15-a623f34ad03e%2Fc0793a17-e23a-4771-8f5d-a0089e6c6366.png&q=75&w=3840"
"71","RJ45 Dust Cover, 24-Pack","UNIFI","UACC-RJ45-Cover","Accessories","0","2024-10-01 09:37:32","2024-10-01 11:54:01","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F35378311-6726-43f3-a77c-f220ed3caf93%2Fed8ddc24-ac27-4a9a-b4b4-5c6966d49eb5.png&q=75&w=3840"
"72","Mobile Router","UNIFI","UMR","Router","0","2024-10-01 09:39:41","2024-10-01 11:54:49","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2Fe877092f-9fac-4a8a-919c-82380b395793%2Ff5031aec-63b5-490b-b5b7-74688cee29c2.png&q=75&w=3840"
"73","PowerAmp","UNIFI","UPL-Amp-B","Others","0","2024-10-01 09:41:51","2024-10-01 11:56:08","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2Fb8b759fd-034e-496e-b5cd-a7704ac08342%2F6c839491-e3a5-4945-9be1-7da1e1eb6c30.png&q=75&w=3840"
"74","Long-Range Ethernet Repeater","UNIFI","UACC-LRE","Others","0","2024-10-01 09:44:15","2024-10-01 11:56:47","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2Fbbcb6518-3e25-489b-8648-6f9456453eca%2F2f80f668-002b-4eba-b0eb-e11d0ec0a818.png&q=75&w=3840"
"75","Patch Cable 0.1m / Black","UNIFI","U-Cable-Patch-RJ45-BK","Accessories","0","2024-10-01 09:48:23","2024-10-01 11:58:28","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"76","Patch Cable 0.1m / Blue","UNIFI","U-Cable-Patch-RJ45-BL","Accessories","0","2024-10-01 09:50:10","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"77","Patch Cable 0.3m / Black","UNIFI","U-Cable-Patch-0.3M-RJ45-BK","Accessories","0","2024-10-01 09:58:29","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"78","Patch Cable 0.3m / Blue","UNIFI","U-Cable-Patch-0.3M-RJ45-BL","Accessories","0","2024-10-01 10:00:00","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"79","Patch Cable 1m / Black","UNIFI","U-Cable-Patch-1M-RJ45-BK","Accessories","0","2024-10-01 10:02:14","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"80","Patch Cable 1m / Blue","UNIFI","U-Cable-Patch-1M-RJ45-BL","Accessories","0","2024-10-01 10:03:34","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"81","Patch Cable 2m / Black","UNIFI","U-Cable-Patch-2M-RJ45-BK","Accessories","0","2024-10-01 10:07:33","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"82","Patch Cable 2m / Blue","UNIFI","U-Cable-Patch-2M-RJ45-BL","Accessories","0","2024-10-01 10:08:56","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"83","Patch Cable 3m / Black","UNIFI","U-Cable-Patch-3M-RJ45-BK","Accessories","0","2024-10-01 10:10:33","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"84","Patch Cable 3m / Blue","UNIFI","U-Cable-Patch-3M-RJ45-BL","Accessories","0","2024-10-01 10:11:54","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"85","Patch Cable 5m / Black","UNIFI","U-Cable-Patch-5M-RJ45-BK","Accessories","0","2024-10-01 10:23:25","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"86","Patch Cable 5m / Blue","UNIFI","U-Cable-Patch-5M-RJ45-BL","Accessories","0","2024-10-01 10:24:07","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"87","Patch Cable 8m / Black","UNIFI","U-Cable-Patch-8M-RJ45-BK","Accessories","0","2024-10-01 10:25:01","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"88","Patch Cable 8m / Blue","UNIFI","U-Cable-Patch-8M-RJ45-BL","Accessories","0","2024-10-01 10:26:02","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"89","Patch Cable 0.1m (50-pack) / Black","UNIFI","U-Cable-Patch-RJ45-BK-50","Accessories","0","2024-10-01 10:28:39","2024-10-01 12:01:44","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2Fcbab6e85-6ad3-43e3-b589-f729aa3b4425.png&q=75&w=3840"
"90","Patch Cable 0.1m (50-pack) / Blue","UNIFI","U-Cable-Patch-RJ45-BL-50","Accessories","0","2024-10-01 10:29:41","2024-10-01 12:02:36","0","0","https://images.svc.ui.com/?u=https%3A%2F%2Fcdn.ecomm.ui.com%2Fproducts%2F4436004e-b03e-41e8-bc14-50d82fcdfe0c%2F0dcbf8ca-7c65-4bf6-87a7-e39b23c99c15.png&q=75&w=3840"
"91","H4A Wall mount bracket","AVIGILON","H4A-MT-WALL1","Accessories","0","2024-10-01 13:54:31","2024-10-04 11:44:50","0","Wall mount bracket for use with H5A/H4A pendant dome cameras","https://cdn.adiglobal.fr/pim/500X500/10003/1064661306_1.jpg"
"92","H6M Surface mount bezel","AVIGILON","H6M-BZL1-GRY","Accessories","0","2024-10-01 14:08:44","0","0","Grey surface mount bezel for H6M dome cameras, package of 5","https://cdn.adiglobal.fr/pim/500X500/10052/H4M-BZL1-GRY.jpg"
"93","H6M In-Ceiling mount","AVIGILON","H6M-MT-DCIL1","Accessories","0","2024-10-01 14:08:44","0","0","In-Ceiling mount for H6M dome cameras","https://cdn.adiglobal.fr/pim/500X500/10004/H6M-MT-DCIL1_alt2.jpg"
"94","H6M Pendant mount","AVIGILON","H6M-MT-NPTA1","Accessories","0","2024-10-01 14:19:43","2024-10-01 14:20:35","0","Pendant mount for H6M dome camera","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_H6M-MT-NPTA1_Pendant_mount_for_H6M_dome__h6m-mt-npta1_pendant_side_white2029986321_plid_271004.png"
"95","H4 Wall arm","AVIGILON","IRPTZ-MNT-WALL1","Accessories","0","2024-10-01 14:26:53","0","0","Wall arm for use with H4 IR PTZ or H4A-MH-AD-PEND1 on H4/H5 Multisensor.","https://cdn.adiglobal.fr/pim/500X500/10006/1064661313_lg.jpg"
"96","Imager module","AVIGILON","5C-H5MOD-MB2","Camera","0","2024-10-01 14:32:07","0","0","5MP, H5A Mod, WDR, 2.8mm Fixed Lens, f/2.0, Micro Bullet Imager","https://www.hattelandtechnology.se/Media/Cache/Images/2/5/WEB_Image_5C-H5MOD-MB2_Imager_module_2_8mm_Fixed_M_bullet_frt_34_v2_avo-219659913_plid_269515.png"
"97","6MP Box Camera","AVIGILON","6.0C-H6X-B","Camera","0","2024-10-01 14:36:07","2024-10-01 14:43:46","0","6MP H6X Box Camera Compatible with CS/iCS Lens","https://www.tssgroup.cz/buxus/images/cache/product_catalog.eshop_product_list/fotogaleria/katalog_produktov/avigilon_2.0c-h6x-b_2_mpx_boxova_kamera/h6x-b_a.jpg"
"98","8MP Box Camera","AVIGILON","8.0C-H6X-B","Camera","0","2024-10-01 14:47:09","0","0","8MP H6X Box Camera Compatible with CS/iCS Lens","https://www.tssgroup.cz/buxus/images/cache/product_catalog.eshop_product_list/fotogaleria/katalog_produktov/avigilon_2.0c-h6x-b_2_mpx_boxova_kamera/h6x-b_a.jpg"
"99","2.0C-H6A-BO1-IR","AVIGILON","2.0C-H6A-BO1-IR","Camera","0","2024-10-01 14:55:16","2024-10-01 15:18:52","0","2MP H6A Bullet IR Camera with 2.8-12mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_2_0C-H6A-BO2-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1841334675_plid_280184.png"
"100","2.0C-H6A-BO2-IR","AVIGILON","2.0C-H6A-BO2-IR","Camera","0","2024-10-01 14:55:16","2024-10-01 15:18:52","0","2MP H6A Bullet IR Camera with 33x Zoom","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"101","4.0C-H6A-BO1-IR","AVIGILON","4.0C-H6A-BO1-IR","Camera","0","2024-10-01 15:06:42","2024-10-01 15:18:52","0","4MP H6A Bullet IR Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"102","4.0C-H6A-BO2-IR","AVIGILON","4.0C-H6A-BO2-IR","Camera","0","2024-10-01 15:06:42","2024-10-01 15:18:52","0","4MP H6A Bullet IR Camera with 31x Zoom","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"103","6.0C-H6A-BO1-IR","AVIGILON","6.0C-H6A-BO1-IR","Camera","0","2024-10-01 15:06:42","2024-10-01 15:18:52","0","6MP H6A Bullet IR Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"104","6.0C-H6A-BO2-IR","AVIGILON","6.0C-H6A-BO2-IR","Camera","0","2024-10-01 15:11:55","2024-10-01 15:18:52","0","6MP H6A Bullet IR Camera with 31x Zoom","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"105","8.0C-H6A-BO1-IR","AVIGILON","8.0C-H6A-BO1-IR","Camera","0","2024-10-01 15:11:55","2024-10-01 15:18:52","0","8MP H6A Bullet IR Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"106","8.0C-H6A-BO2-IR","AVIGILON","8.0C-H6A-BO2-IR","Camera","0","2024-10-01 15:11:55","2024-10-01 15:18:52","0","8MP H6A Bullet IR Camera with 31x Zoom","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_2_0C-H6A-BO1-IR_2MP_H6A_Bullet_IR_Camera_h6a-bo1-273800698_plid_277810.png"
"107","2.0C-H6A-D1-IR","AVIGILON","2.0C-H6A-D1-IR","Camera","0","2024-10-01 15:11:55","2024-10-01 15:18:52","0","2MP H6A Indoor IR Dome Camera with 2.8-12mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/6/WEB_Image_2_0C-H6A-D1-IR_2MP_H6A_Indoor_Dome_Camer_h6a_dome1362306786_plid_277796.png"
"108","2.0C-H6A-DO1-IR","AVIGILON","2.0C-H6A-DO1-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:22:00","0","2MP H6A Outdoor IR Dome Camera with 2.8-12mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/2/WEB_Image_2_0C-H6A-DO1-IR_2MP_H6A_Outdoor_IR_Dome__h6a_dome-904874847_plid_277672.png"
"109","2.0C-H6M-D1-IR","AVIGILON","2.0C-H6M-D1-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:25:57","0","2.0 MP, H6 Mini Dome Camera, WDR, LightCatcher, Day/Night, 2.9mm f/2.0, IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/9/WEB_Image_2_0C-H6M-D1-IR_Mini_Dome_Camera_2_0MP__2_h6m-d1-616368646_plid_270359.png"
"110","3.0C-H6M-D1-IR","AVIGILON","3.0C-H6M-D1-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:28:52","0","3.0 MP, H6 Mini Dome Camera, WDR, LightCatcher, Day/Night, 2.9mm f/2.0, IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/9/WEB_Image_2_0C-H6M-D1-IR_Mini_Dome_Camera_2_0MP__2_h6m-d1-616368646_plid_270359.png"
"111","3.0C-H6M-D2-IR","AVIGILON","3.0C-H6M-D2-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:28:52","0","3.0 MP, H6 Mini Dome Camera, WDR, LightCatcher, Day/Night, 2.4mm f/2.1, IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/9/WEB_Image_2_0C-H6M-D1-IR_Mini_Dome_Camera_2_0MP__2_h6m-d1-616368646_plid_270359.png"
"112","4.0C-H6A-D1-IR","AVIGILON","4.0C-H6A-D1-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:31:14","0","4MP H6A Indoor IR Dome Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/8/WEB_Image_4_0C-H6A-D1-IR_4MP_H6A_Indoor_IR_Dome_4__h6a_dome1362576045_plid_279548.png"
